pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,homedest,case_id
3,0,male,,0,0,C.A. 42795,7.55,,S,,,,1021
3,0,male,21,0,0,349211,7.8958,,S,,,,1022
3,0,male,35,0,0,373450,8.05,,S,,,"Lower Clapton, Middlesex or Erdington, Birmingham",1023
3,0,male,,0,0,359306,8.05,,S,,,,1024
3,0,male,47,0,0,A/5 3902,7.25,,S,,,"Illinois, USA",1025
3,0,male,20,0,0,350416,7.8542,,S,,,,1026
3,0,male,24,0,0,349233,7.8958,,S,,,,1027
3,0,male,24,0,0,350409,7.8542,,S,,,"Goteborg, Sweden Huntley, IL",1028
3,0,male,19,0,0,323951,8.05,,S,,,England,1029
3,1,female,36,0,2,C.A. 37671,15.9,,S,2,,"England Brooklyn, NY",1030
3,1,female,1,1,1,PP 9549,16.7,G6,S,13,,,1031
3,0,male,36,0,0,349210,7.4958,,S,,,"Bulgaria Chicago, IL",1032
3,0,male,,8,2,CA. 2343,69.55,,S,,,,1033
3,0,female,21,0,0,364846,7.75,,Q,,,,1034
3,0,male,22,0,0,324669,8.05,,S,,,"England New York, NY",1035
3,0,male,29,0,0,315082,7.875,,S,,,,1036
3,0,male,,0,0,A.5. 3236,8.05,,S,,,,1037
3,0,male,31,0,0,347063,7.775,,S,,,,1038
3,0,male,26,0,0,349202,7.8958,,S,,,"Bulgaria Chicago, IL",1039
3,0,male,6,3,1,349909,21.075,,S,,,,1040
3,0,male,19,0,0,LINE,0,,S,,,,1041
3,0,female,,0,2,2678,15.2458,,C,,,"Syria Kent, ON",1042
3,0,male,,0,0,36209,7.725,,Q,,,,1043
3,1,female,21,0,0,343120,7.65,,S,C,,,1044
3,0,male,,1,0,371110,24.15,,Q,,,,1045
3,0,male,4,4,1,382652,29.125,,Q,,,,1046
3,1,female,35,1,1,C.A. 2673,20.25,,S,A,,"East Providence, RI",1047
3,0,male,9,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA",1048
3,1,male,24,0,0,C 17369,7.1417,,S,13,,,1049
3,1,female,,2,0,367226,23.25,,Q,16,,,1050
3,0,male,,0,0,374910,8.05,,S,,,,1051
3,0,male,36,0,0,345771,9.5,,S,,,,1052
3,0,male,14,4,1,3101295,39.6875,,S,,,,1053
3,0,female,22,0,0,7553,9.8375,,S,,,,1054
3,0,male,25,0,0,SOTON/OQ 392076,7.05,,S,,,,1055
3,0,male,,0,0,349238,7.8958,,S,,,,1056
3,0,female,30,0,0,330972,7.6292,,Q,,,Ireland,1057
3,0,male,,0,0,LP 1588,7.575,,S,,,,1058
3,0,male,21,2,0,A/4 48871,24.15,,S,,,"West Bromwich, England Pontiac, MI",1059
3,0,male,,0,0,368573,7.75,,Q,,,"Ireland New York, NY",1060
3,0,male,21,0,0,A./5. 2152,8.05,,S,,,,1061
3,0,male,39,0,2,2675,7.2292,,C,,,"Syria Ottawa, ON",1062
3,1,female,9,1,1,2650,15.2458,,C,C,,,1063
3,1,male,,0,0,65306,8.1125,,S,13,,,1064
3,1,male,22,0,0,2620,7.225,,C,6,,,1065
3,0,male,33,0,0,349257,7.8958,,S,,,,1066
3,0,male,22,0,0,350045,7.7958,,S,,,"Sweden Worcester, MA",1067
3,0,male,21,0,0,A/5. 13032,7.7333,,Q,,,"Ireland New York, NY",1068
3,1,female,16,0,0,367231,7.75,,Q,16,,"Co Longford, Ireland New York, NY",1069
3,1,female,19,0,0,330958,7.8792,,Q,C,,"Kilmacowen, Co Sligo, Ireland New York, NY",1070
3,0,male,,0,0,345498,7.775,,S,,,,1071
3,0,male,,0,0,2652,7.2292,,C,,,,1072
3,0,male,,0,0,AQ/4 3130,7.75,,Q,,,,1073
3,0,male,7,4,1,3101295,39.6875,,S,,,,1074
3,1,female,24,0,2,PP 9549,16.7,G6,S,13,,,1075
3,1,male,23,0,0,350054,7.7958,,S,13,,"Oskarshamn, Sweden Minneapolis, MN",1076
3,1,female,45,1,0,350026,14.1083,,S,11,,,1077
3,0,male,,0,0,2686,7.2292,,C,,,,1078
3,1,male,,1,1,2661,15.2458,,C,C,,,1079
3,0,male,20,0,0,2648,4.0125,,C,,,Syria,1080
3,0,male,.3333,0,2,347080,14.4,,S,,,"Stanton, IA",1081
3,0,female,30,0,0,315084,8.6625,,S,,,,1082
3,1,female,24,1,0,STON/O2. 3101279,15.85,,S,15,,,1083
3,0,female,41,0,2,370129,20.2125,,S,,,,1084
3,0,male,18,0,0,349912,7.775,,S,,,"Tofta, Sweden Joliet, IL",1085
3,0,male,,0,0,349234,7.8958,,S,,,,1086
3,0,male,13,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA",1087
3,1,male,,0,0,383162,7.75,,Q,14,,,1088
3,0,male,18,0,0,350036,7.7958,,S,,,,1089
3,0,male,47,0,0,345765,9,,S,,,,1090
3,0,male,16,0,0,345778,9.5,,S,,,,1091
3,0,female,2,0,1,347054,10.4625,G6,S,,,,1092
3,0,male,,0,0,3411,8.7125,,C,,,,1093
3,0,male,25,0,0,349250,7.8958,,S,,,,1094
3,1,male,32,0,0,1601,56.4958,,S,C,,"Hong Kong New York, NY",1095
3,0,male,,0,0,365235,7.75,,Q,,,Ireland,1096
3,1,male,,2,0,367226,23.25,,Q,16,,,1097
3,0,female,14,0,0,350406,7.8542,,S,,,,1098
3,0,male,,0,0,A/4. 34244,7.25,,S,,,,1099
3,0,male,,0,0,2674,7.225,,C,,,,1100
3,0,female,,0,0,364856,7.75,,Q,,,,1101
3,1,male,26,0,0,2699,18.7875,,C,15,,"Syria Fredericksburg, VA",1102
3,0,male,24,0,0,345781,9.5,,S,,,,1103
3,0,male,,0,0,330971,7.8792,,Q,,,,1104
3,0,female,28,1,1,347080,14.4,,S,,,"Stanton, IA",1105
3,1,male,32,0,0,350417,7.8542,,S,15,,,1106
3,0,female,,0,2,364848,7.75,,Q,,,"Ireland Chicago, IL",1107
3,0,male,22,0,0,345767,9,,S,,,"Antwerp, Belgium / Stanton, OH",1108
3,0,male,22,0,0,SC/A4 23568,8.05,,S,,,,1109
3,0,male,,0,0,S.O./P.P. 751,7.55,,S,,,,1110
3,0,male,,0,0,2655,7.2292,F E46,C,,,,1111
3,0,male,,0,0,C.A. 49867,7.55,,S,,,,1112
3,1,female,38,1,5,347077,31.3875,,S,15,,"Sweden  Worcester, MA",1113
3,0,male,19,0,0,358585,14.5,,S,,,,1114
3,0,male,,0,0,2676,7.225,,C,,,,1115
3,0,male,22,0,0,A/5 21172,7.25,,S,,,,1116
3,0,male,24,0,0,350035,7.7958,,S,,,,1117
3,0,male,,1,0,370371,15.5,,Q,,,,1118
3,0,male,22,0,0,349252,7.8958,,S,,,,1119
3,0,female,43,1,6,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY",1120
3,0,male,,2,0,2662,21.6792,,C,,,,1121
3,0,female,31,1,0,345763,18,,S,,,,1122
3,1,male,29,0,0,345779,9.5,,S,11,,,1123
3,0,male,30,0,0,2685,7.2292,,C,,,,1124
3,1,male,4,1,1,347742,11.1333,,S,15,,,1125
3,1,male,27,0,0,315098,8.6625,,S,15,,,1126
3,1,male,44,0,0,STON/O 2. 3101269,7.925,,S,15,,,1127
3,0,male,26,1,0,350025,7.8542,,S,,,,1128
3,0,male,2,4,1,382652,29.125,,Q,,,,1129
3,0,male,,0,0,2681,6.4375,,C,,,,1130
3,0,male,,0,0,349222,7.8958,,S,,,,1131
3,1,male,29,3,1,315153,22.025,,S,2,,,1132
3,1,female,23,0,0,SOTON/OQ 392083,8.05,,S,,,"London New York, NY",1133
3,0,male,21,0,0,STON/O 2. 3101280,7.925,,S,,,,1134
3,1,male,32,0,0,STON/O 2. 3101286,7.925,,S,15,,,1135
3,0,male,21,0,0,STON/O 2. 3101294,7.925,,S,,,,1136
3,0,male,,0,0,3410,8.7125,,S,,,,1137
3,1,female,45,0,0,2696,7.225,,C,C,,"Ottawa, ON",1138
3,0,male,16,0,0,A/4. 20589,8.05,,S,,,,1139
3,0,male,,1,2,W./C. 6607,23.45,,S,,,,1140
3,1,male,9,1,1,C.A. 37671,15.9,,S,2,,"England Brooklyn, NY",1141
3,1,female,.1667,1,2,C.A. 2315,20.575,,S,10,,"Devon, England Wichita, KS",1142
3,0,male,23,0,0,7267,9.225,,S,,,,1143
3,0,male,,0,0,362316,7.25,,S,,,,1144
3,0,male,,1,0,376564,16.1,,S,,,,1145
3,1,female,,0,0,370375,7.75,,Q,16,,,1146
3,0,male,26,0,0,349224,7.8958,,S,,,"Bulgaria Chicago, IL",1147
3,0,female,,0,0,364859,7.75,,Q,,,,1148
3,0,male,25,0,0,36864,7.7417,,Q,,,"New York, NY",1149
3,1,male,32,0,0,350403,7.5792,,S,15,,,1150
3,0,female,21,1,0,4137,9.825,,S,,,,1151
3,0,male,51,0,0,21440,8.05,,S,,,"Dorking, Surrey, England",1152
3,0,male,21,0,0,2692,7.225,,C,,,"Ottawa, ON",1153
3,0,male,35,0,0,349230,7.8958,,S,,,Austria,1154
3,0,male,21,0,0,350410,7.8542,,S,,,,1155
3,0,female,2,3,2,347088,27.9,,S,,,,1156
3,0,female,,0,0,SOTON/O.Q. 392087,8.05,,S,,,,1157
3,1,male,29,0,0,382651,7.75,,Q,13 15 B,,"Co Athlone, Ireland New York, NY",1158
3,0,male,,0,0,A4. 54510,8.05,,S,,,,1159
3,1,male,27,0,0,350043,7.7958,,S,A,,,1160
3,0,male,28,0,0,345770,9.5,,S,,,,1161
3,0,female,11,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN",1162
3,0,male,26,0,0,3474,7.8875,,S,,,"England Albion, NY",1163
3,0,female,,0,0,330924,7.8792,,Q,,,,1164
3,0,female,25,0,0,347071,7.775,,S,,,,1165
3,0,male,,0,0,S.O./P.P. 251,7.55,,S,,,,1166
3,0,male,21,0,0,A/4. 39886,7.8,,S,,,,1167
3,1,female,,0,0,330968,7.7792,,Q,,,,1168
3,0,female,,0,0,364498,14.5,,S,,,,1169
3,0,male,19,0,0,S.P. 3464,8.1583,,S,,,"Bristol, England Cleveland, OH",1170
3,1,female,,0,0,342712,8.05,,S,C,,,1171
3,1,female,5,4,2,347077,31.3875,,S,15,,"Sweden Worcester, MA",1172
3,0,male,,0,0,SOTON/O.Q. 3101314,7.25,,S,,,,1173
3,0,male,49,0,0,LINE,0,,S,,,,1174
3,1,male,9,0,1,C 17368,3.1708,,S,13,,,1175
3,1,female,36,1,0,345572,17.4,,S,13,,"Tampico, MT",1176
3,0,male,,0,0,SOTON/OQ 392086,8.05,,S,,,,1177
3,1,female,26,1,1,315153,22.025,,S,2,,,1178
3,0,female,,3,1,4133,25.4667,,S,,,,1179
3,0,female,,3,1,4133,25.4667,,S,,,,1180
3,0,male,20,0,0,2679,7.225,,C,,,,1181
3,0,male,,0,0,312993,7.775,,S,,,,1182
3,1,female,26,0,0,STON/O2. 3101282,7.925,,S,,,,1183
3,0,male,,1,0,2689,14.4583,,C,,,"Ottawa, ON",1184
3,1,female,47,1,0,363272,7,,S,,,,1185
3,1,female,,0,0,A. 2. 39186,8.05,,S,C,,,1186
3,1,female,18,0,0,2657,7.2292,,C,C,,"Greensburg, PA",1187
3,0,male,33,0,0,349239,8.6625,,C,,,,1188
3,1,female,26,0,0,347470,7.8542,,S,13,,,1189
3,0,male,28,0,0,1601,56.4958,,S,,,,1190
3,1,female,14,1,0,2651,11.2417,,C,C,,,1191
3,0,male,26,0,0,330910,7.8792,,Q,,,"Ireland Chicago, IL",1192
3,0,male,,2,0,2662,21.6792,,C,,,,1193
3,1,female,17,4,2,3101281,7.925,,S,D,,"Ruotsinphyhtaa, Finland New York, NY",1194
3,0,male,30,0,0,2694,7.225,,C,,,"Ottawa, ON",1195
3,1,female,,1,0,371110,24.15,,Q,16,,,1196
3,0,male,36,1,0,349910,15.55,,S,A,,,1197
3,0,male,,0,0,2671,7.2292,,C,,,,1198
3,1,male,,0,0,1601,56.4958,,S,C,,,1199
3,0,male,24,0,0,349209,7.4958,,S,,,,1200
3,0,male,16,1,3,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA",1201
3,0,male,,0,0,2664,7.225,,C,,,Syria,1202
3,0,male,,0,0,2627,14.4583,,C,,,,1203
3,0,female,9,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA",1204
3,0,male,,0,0,C.A. 6212,15.1,,S,,,,1205
3,1,female,16,1,1,2625,8.5167,,C,14,,,1206
3,0,male,,0,0,349223,7.8958,,S,,,,1207
3,0,female,9,3,2,347088,27.9,,S,,,,1208
3,0,male,45,0,0,347061,6.975,,S,,,"Effington Rut, SD",1209
3,0,male,21,0,0,342684,8.05,,S,,,,1210
3,0,male,21,0,0,315097,8.6625,,S,,,,1211
3,1,female,,1,0,367230,15.5,,Q,16,,,1212
3,0,male,,0,0,358585,14.5,,S,,,,1213
3,0,female,,1,0,370371,15.5,,Q,,,,1214
3,1,female,,0,2,2661,15.2458,,C,C,,,1215
3,0,female,20,1,0,4136,9.825,,S,,,,1216
3,1,female,24,0,0,382653,7.75,,Q,15,,,1217
3,0,male,22,0,0,PP 4348,9.35,,S,,,"Tranvik, Finland New York",1218
3,1,female,63,0,0,4134,9.5875,,S,15,,,1219
3,0,male,20,0,0,7534,9.8458,,S,,,"Waukegan, Chicago, IL",1220
3,0,male,44,0,1,371362,16.1,,S,,,"Bournemouth, England Newark, NJ",1221
3,0,female,,0,0,382649,7.75,,Q,,,,1222
3,0,male,4,3,2,347088,27.9,,S,,,,1223
3,1,male,26,0,0,347070,7.775,,S,15,,,1224
3,0,male,50,0,0,A/5 3594,8.05,,S,,,,1225
3,0,female,18,0,0,347087,7.775,,S,,,,1226
3,0,male,13,0,2,C.A. 2673,20.25,,S,,,"East Providence, RI",1227
3,0,male,22,0,0,349206,7.8958,,S,,,,1228
3,0,male,19,0,0,349212,7.8958,,S,,,,1229
3,0,female,26,1,0,A/5. 3336,16.1,,S,,,,1230
3,0,female,30,1,1,345773,24.15,,S,,,,1231
3,0,female,23,0,0,315085,8.6625,,S,,,,1232
3,0,male,40,0,0,349251,7.8958,,S,,,,1233
3,0,male,23,0,0,347468,7.8542,,S,,,"Krakoryd, Sweden Bloomington, IL",1234
3,0,male,48,0,0,350047,7.8542,,S,,,,1235
3,0,male,,0,0,364498,14.5,,S,,,,1236
3,0,male,,0,0,S.C./A.4. 23567,8.05,,S,,,,1237
3,0,female,35,0,0,9232,7.75,,Q,,,,1238
3,0,male,,0,0,2700,7.2292,,C,,,,1239
3,0,male,42,0,0,C.A. 5547,7.55,,S,,,,1240
3,0,female,28,0,0,349245,7.8958,,S,,,,1241
3,1,male,31,0,0,STON/O 2. 3101288,7.925,,S,9,,,1242
3,1,male,39,0,1,349256,13.4167,,C,15,,,1243
3,0,male,,0,0,371060,7.75,,Q,,,,1244
3,0,female,18,0,0,330963,7.8792,,Q,,,"Co Sligo, Ireland New York, NY",1245
3,1,female,,1,0,367230,15.5,,Q,16,,,1246
3,0,male,32,0,0,8471,8.3625,,S,,,"Foresvik, Norway Portland, ND",1247
3,0,male,59,0,0,364500,7.25,,S,,,"Merrill, WI",1248
3,1,male,20,1,0,STON/O 2. 3101285,7.925,,S,15,,,1249
3,0,male,,0,0,349215,7.8958,,S,,,,1250
3,0,female,18,0,1,2691,14.4542,,C,,,"Syria Ottawa, ON",1251
3,0,female,24,0,0,349236,8.85,,S,,,,1252
3,1,female,4,0,1,349256,13.4167,,C,15,,,1253
3,1,female,5,0,0,364516,12.475,,S,13,,"New York, NY",1254
3,0,male,26,1,2,C.A. 2315,20.575,,S,,,"Devon, England Wichita, KS",1255
3,1,male,29,0,0,349240,7.8958,,C,15,,,1256
3,0,male,20,0,0,315094,8.6625,,S,,,,1257
3,0,male,35,0,0,364512,8.05,,S,,,"Broomfield, Chelmsford, England",1258
3,0,male,28,1,0,STON/O2. 3101279,15.85,,S,,,,1259
3,0,male,19,0,0,349228,10.1708,,S,,,Austria,1260
3,0,female,17,0,0,2627,14.4583,,C,,,,1261
3,0,male,,0,0,2624,7.225,,C,,,,1262
3,0,male,43,0,0,C 7075,6.45,,S,,,,1263
3,0,male,,0,0,7935,7.75,,Q,,,,1264
3,0,male,,1,0,2660,14.4542,,C,,,,1265
3,1,male,6,0,1,392096,12.475,E121,S,14,,,1266
3,1,female,4,0,2,315153,22.025,,S,2,,,1267
3,0,male,42,0,1,4579,8.4042,,S,,,,1268
3,0,female,,1,2,W./C. 6607,23.45,,S,,,,1269
3,0,male,,0,0,A/5 2466,8.05,,S,,,,1270
3,1,female,29,0,2,2650,15.2458,,C,C,,,1271
3,0,male,17,0,0,315086,8.6625,,S,,,,1272
3,0,female,24,0,0,368702,7.75,,Q,,,"Ireland New York, NY",1273
3,0,male,,0,0,359309,8.05,,S,,,,1274
3,0,male,20,0,0,350050,7.8542,,S,,,,1275
3,0,male,,0,0,370374,7.75,,Q,,,,1276
3,0,male,21,0,0,312992,7.775,,S,,,"Brennes, Norway New York",1277
3,1,male,20,0,0,2663,7.2292,,C,15,,,1278
3,0,female,10,0,2,345773,24.15,,S,,,,1279
3,1,male,,0,0,367228,7.75,,Q,,,,1280
3,1,male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,9,,,1281
3,0,female,,0,0,365237,7.75,,Q,,,,1282
3,1,female,5,2,1,2666,19.2583,,C,C,,"Syria New York, NY",1283
3,0,male,17,0,0,STON/O 2. 3101274,7.125,,S,,,,1284
3,0,male,,0,0,2673,7.2292,,C,,,,1285
3,0,male,,0,0,345777,9.5,,S,,,,1286
3,0,male,24,0,0,315092,8.6625,,S,,,,1287
3,0,male,,1,0,2621,6.4375,,C,,,,1288
3,0,female,,8,2,CA. 2343,69.55,,S,,,,1289
3,0,male,,0,0,SOTON/OQ 3101316,8.05,,S,,,,1290
3,0,male,28,0,0,392095,7.25,,S,,,"St Denys, Southampton, Hants",1291
3,1,male,36.5,1,0,345572,17.4,,S,15,,"Tampico, MT",1292
3,1,male,,0,0,2677,7.2292,,C,15,,,1293
3,0,male,41,2,0,350026,14.1083,,S,,,,1294
3,1,female,15,1,0,2659,14.4542,,C,,,,1295
3,0,male,,0,0,A/S 2816,8.05,,S,,,,1296
3,0,male,30,0,0,SOTON/OQ 392090,8.05,,S,,,London,1297
3,1,female,,1,0,376564,16.1,,S,10,,,1298
3,1,female,22,0,0,370373,7.75,,Q,13,,Ireland,1299
3,0,male,,0,0,371110,24.15,,Q,,,,1300
3,0,male,,0,0,368703,7.75,,Q,,,,1301
3,1,female,31,1,1,363291,20.525,,S,C D,,"Strood, Kent, England Detroit, MI",1302
3,0,male,,8,2,CA. 2343,69.55,,S,,,,1303
3,0,male,32,0,0,349242,7.8958,,S,,,,1304
3,0,male,,0,0,323592,7.25,,S,A,,,1305
3,0,male,,0,0,349214,7.8958,,S,,,,1306
3,0,male,1,4,1,3101295,39.6875,,S,,,,1307
3,0,female,,0,0,65305,8.1125,,S,,,,1308
3,0,male,.75,1,1,SOTON/O.Q. 3101315,13.775,,S,,,,1309
3,1,male,25,0,0,345768,9.5,,S,11,,,1310
3,1,male,14,0,0,7538,9.225,,S,13,,,1311
3,0,male,25,1,0,347076,7.775,,S,,,,1312
